Year,Month,Day,Seat,Observer,Stratum,Transect,Segment,Flight_Dir,A_G_Name,Wind_Dir,Wind_Vel,Sky,Filename,Lat,Lon,Time,Delay,Species,Num,Obs_Type,Distance,Behavior,Code,Notes
2019,6,11,LF,HMW,NA,29,NA,92,NA,W,15,CLR,ACP19016,70.4456,-152.6431,43016.5,2.98,SAGU,1,single,NA,NA,1,
2019,6,11,LF,HMW,NA,29,NA,92,NA,W,15,CLR,ACP19016,70.4456,-152.6369,43018.9,0.82,PALO,1,pair,NA,NA,1,
2019,6,11,LF,HMW,NA,29,NA,92,NA,W,15,CLR,ACP19016,70.4456,-152.6306,43021.8,0.16,SAGU,1,single,NA,NA,1,
2019,6,11,LF,HMW,NA,29,NA,92,NA,W,15,CLR,ACP19016,70.4453,-152.6059,43038.5,0.73,GWFG,1,pair,NA,NA,1,
2019,6,11,LF,HMW,NA,29,NA,92,NA,W,15,CLR,ACP19016,70.4451,-152.586,43051,0.45,SNOW,1,single,NA,NA,1,
2019,6,11,LF,HMW,NA,29,NA,92,NA,W,15,CLR,ACP19016,70.4449,-152.5019,43106.3,1.41,JAEG,1,single,NA,NA,1,
2019,6,11,LF,HMW,NA,29,NA,92,NA,W,15,CLR,ACP19016,70.4438,-152.3849,43179.8,0.9,GWFG,1,single,NA,NA,1,
2019,6,11,LF,HMW,NA,29,NA,92,NA,W,15,CLR,ACP19016,70.4436,-152.3601,43195.1,0.03,ARTE,1,single,NA,NA,1,
2019,6,11,LF,HMW,NA,29,NA,92,NA,W,15,CLR,ACP19016,70.4436,-152.3539,43198.9,0.42,PALO,1,pair,NA,NA,1,
2019,6,11,LF,HMW,NA,29,NA,92,NA,W,15,CLR,ACP19016,70.4433,-152.3213,43219.7,0.33,YBLO,1,pair,NA,NA,1,
2019,6,11,LF,HMW,NA,29,NA,92,NA,W,15,CLR,ACP19016,70.4432,-152.2964,43237.2,1.63,SPEI,1,single,NA,NA,1,
2019,6,11,LF,HMW,NA,29,NA,92,NA,W,15,CLR,ACP19016,70.443,-152.2853,43244.8,2.28,KIEI,1,single,NA,NA,1,
2019,6,11,LF,HMW,NA,29,NA,92,NA,W,15,CLR,ACP19016,70.443,-152.2822,43247.1,2.27,GWFG,1,single,NA,NA,1,
2019,6,11,LF,HMW,NA,29,NA,92,NA,W,15,CLR,ACP19016,70.4426,-152.2665,43255.6,0.38,JAEG,1,single,NA,NA,1,
2019,6,11,LF,HMW,NA,29,NA,92,NA,W,15,CLR,ACP19016,70.4421,-152.2478,43267.3,0.57,JAEG,1,single,NA,NA,1,
2019,6,11,LF,HMW,NA,29,NA,92,NA,W,15,CLR,ACP19016,70.4418,-152.2259,43281.5,0.87,LTDU,2,pair,NA,NA,1,
2019,6,11,LF,HMW,NA,29,NA,92,NA,W,15,CLR,ACP19016,70.4418,-152.2259,43281.5,0.87,LTDU,6,open,NA,NA,1,
2019,6,11,LF,HMW,NA,29,NA,92,NA,W,15,CLR,ACP19016,70.4415,-152.1659,43319.3,0.56,GLGU,1,single,NA,NA,1,
2019,6,11,LF,HMW,NA,29,NA,92,NA,W,15,CLR,ACP19016,70.4412,-152.147,43330.9,0.53,GLGU,1,single,NA,NA,1,
2019,6,11,LF,HMW,NA,29,NA,92,NA,W,15,CLR,ACP19016,70.4407,-152.1093,43354.7,0.02,KIEI,1,single,NA,NA,1,
2019,6,11,LF,HMW,NA,29,NA,92,NA,W,15,CLR,ACP19016,70.4405,-152.0542,43391.1,1.79,PALO,1,pair,NA,NA,1,
2019,6,11,LF,HMW,NA,29,NA,92,NA,W,15,CLR,ACP19016,70.4405,-152.0431,43397.7,1.43,ARTE,1,pair,NA,NA,1,
2019,6,11,LF,HMW,NA,29,NA,92,NA,W,15,CLR,ACP19016,70.44,-152.0145,43417.1,2.35,GLGU,1,single,NA,NA,1,
2019,6,11,LF,HMW,NA,29,NA,92,NA,W,15,CLR,ACP19016,70.4395,-151.9909,43430.2,0.38,GWFG,1,pair,NA,NA,1,
2019,6,11,LF,HMW,NA,29,NA,92,NA,W,15,CLR,ACP19016,70.439,-151.9566,43452,0.22,NOPI,10,flkdrake,NA,NA,1,
2019,6,11,LF,HMW,NA,29,NA,92,NA,W,15,CLR,ACP19016,70.4385,-151.9222,43476,2.23,JAEG,1,pair,NA,NA,1,
2019,6,11,LF,HMW,NA,29,NA,92,NA,W,15,CLR,ACP19016,70.4382,-151.8987,43489.2,0.4,END,29,open,NA,NA,1,
2019,6,11,LF,HMW,NA,33,NA,91,NA,W,15,CLR,ACP19017,70.3509,-151.9279,43745.6,0.1,START,33,open,NA,NA,1,
2019,6,11,LF,HMW,NA,33,NA,91,NA,W,15,CLR,ACP19017,70.351,-151.9106,43759.9,2.89,JAEG,1,single,NA,NA,1,
2019,6,11,LF,HMW,NA,33,NA,91,NA,W,15,CLR,ACP19017,70.35,-151.718,43880.1,0.54,SNOW,1,single,NA,NA,1,
2019,6,11,LF,HMW,NA,33,NA,91,NA,W,15,CLR,ACP19017,70.35,-151.7117,43885,0.78,PALO,1,single,NA,NA,1,
2019,6,11,LF,HMW,NA,33,NA,91,NA,W,15,CLR,ACP19017,70.35,-151.704,43889.4,0.52,SWAN,1,single,NA,NA,1,
2019,6,11,LF,HMW,NA,33,NA,91,NA,W,15,CLR,ACP19017,70.35,-151.704,43889.4,0.52,SWAN,1,single,NA,NA,1,
2019,6,11,LF,HMW,NA,33,NA,91,NA,W,15,CLR,ACP19017,70.3495,-151.6776,43906.4,0.22,GWFG,1,single,NA,NA,1,
2019,6,11,LF,HMW,NA,33,NA,91,NA,W,15,CLR,ACP19017,70.3495,-151.6776,43906.4,0.22,JAEG,1,single,NA,NA,1,
2019,6,11,LF,HMW,NA,33,NA,91,NA,W,15,CLR,ACP19017,70.3494,-151.6714,43910.3,0.65,SNOW,1,single,NA,NA,1,
2019,6,11,LF,HMW,NA,33,NA,91,NA,W,15,CLR,ACP19017,70.3486,-151.6015,43955.5,0.71,NOPI,1,single,NA,NA,1,
2019,6,11,LF,HMW,NA,33,NA,92,NA,W,15,CLR,ACP19017,70.3509,-151.9279,43745.6,0.1,START,33,open,NA,NA,1,
2019,6,11,LF,HMW,NA,33,NA,92,NA,W,15,CLR,ACP19017,70.351,-151.9106,43759.9,2.89,JAEG,1,single,NA,NA,1,
2019,6,11,LF,HMW,NA,33,NA,92,NA,W,15,CLR,ACP19017,70.35,-151.718,43880.1,0.54,SNOW,1,single,NA,NA,1,
2019,6,11,LF,HMW,NA,33,NA,92,NA,W,15,CLR,ACP19017,70.35,-151.7117,43885,0.78,PALO,1,single,NA,NA,1,
2019,6,11,LF,HMW,NA,33,NA,92,NA,W,15,CLR,ACP19017,70.35,-151.704,43889.4,0.52,SWAN,1,single,NA,NA,1,
2019,6,11,LF,HMW,NA,33,NA,92,NA,W,15,CLR,ACP19017,70.3495,-151.6776,43906.4,0.22,GWFG,1,single,NA,NA,1,
2019,6,11,LF,HMW,NA,33,NA,92,NA,W,15,CLR,ACP19017,70.3495,-151.6776,43906.4,0.22,JAEG,1,single,NA,NA,1,
2019,6,11,LF,HMW,NA,33,NA,92,NA,W,15,CLR,ACP19017,70.3494,-151.6714,43910.3,0.65,SNOW,1,single,NA,NA,1,
2019,6,11,LF,HMW,NA,33,NA,92,NA,W,15,CLR,ACP19017,70.3486,-151.6015,43955.5,0.71,LTDU,1,single,NA,NA,1,
2019,6,11,LF,HMW,NA,33,NA,92,NA,W,15,CLR,ACP19017,70.3486,-151.5999,43956.9,0.97,PALO,1,pair,NA,NA,1,
2019,6,11,LF,HMW,NA,33,NA,92,NA,W,15,CLR,ACP19017,70.3485,-151.5888,43964.5,1.61,BRAN,1,single,NA,NA,1,
2019,6,11,LF,HMW,NA,33,NA,92,NA,W,15,CLR,ACP19017,70.3485,-151.5809,43967.7,0.16,SWAN,1,single,NA,NA,1,
2019,6,11,LF,HMW,NA,33,NA,92,NA,W,15,CLR,ACP19017,70.3485,-151.5778,43970.3,0.48,GWFG,1,single,NA,NA,1,
2019,6,11,LF,HMW,NA,33,NA,92,NA,W,15,CLR,ACP19017,70.347,-151.4892,44027.1,0.63,BRAN,1,pair,NA,NA,1,
2019,6,11,LF,HMW,NA,33,NA,92,NA,W,15,CLR,ACP19017,70.3463,-151.4534,44050.7,1.08,GWFG,1,pair,NA,NA,1,
2019,6,11,LF,HMW,NA,33,NA,92,NA,W,15,CLR,ACP19017,70.3463,-151.4534,44050.7,1.08,GLGU,1,single,NA,NA,1,
2019,6,11,LF,HMW,NA,33,NA,92,NA,W,15,CLR,ACP19017,70.3456,-151.4051,44081.9,1.11,ARTE,1,single,NA,NA,1,
2019,6,11,LF,HMW,NA,33,NA,92,NA,W,15,CLR,ACP19017,70.3453,-151.3912,44091.2,1.11,BRAN,1,pair,NA,NA,1,
2019,6,11,LF,HMW,NA,33,NA,92,NA,W,15,CLR,ACP19017,70.3451,-151.3773,44100.3,2.08,JAEG,1,pair,NA,NA,1,
2019,6,11,LF,HMW,NA,33,NA,92,NA,W,15,CLR,ACP19017,70.3447,-151.36,44111.8,2.11,GLGU,1,single,NA,NA,1,
2019,6,11,LF,HMW,NA,33,NA,92,NA,W,15,CLR,ACP19017,70.3447,-151.3554,44113.2,0,PALO,1,pair,NA,NA,1,
2019,6,11,LF,HMW,NA,33,NA,92,NA,W,15,CLR,ACP19017,70.3442,-151.3242,44133.6,0.73,KIEI,1,single,NA,NA,1,
2019,6,11,LF,HMW,NA,33,NA,92,NA,W,15,CLR,ACP19017,70.3442,-151.3242,44133.6,0.73,BRAN,9,open,NA,NA,1,
2019,6,11,LF,HMW,NA,33,NA,92,NA,W,15,CLR,ACP19017,70.344,-151.3073,44144,0.75,GWFG,16,open,NA,NA,1,
2019,6,11,LF,HMW,NA,33,NA,92,NA,W,15,CLR,ACP19017,70.3439,-151.3011,44149.6,1.71,SWAN,1,single,NA,NA,1,
2019,6,11,LF,HMW,NA,33,NA,92,NA,W,15,CLR,ACP19017,70.3439,-151.298,44151.4,1.15,KIEI,1,pair,NA,NA,1,
2019,6,11,LF,HMW,NA,33,NA,92,NA,W,15,CLR,ACP19017,70.3439,-151.298,44151.4,1.15,KIEI,1,single,NA,NA,1,
2019,6,11,LF,HMW,NA,33,NA,92,NA,W,15,CLR,ACP19017,70.3439,-151.298,44151.4,1.15,KIEI,1,pair,NA,NA,1,
2019,6,11,LF,HMW,NA,33,NA,92,NA,W,15,CLR,ACP19017,70.3433,-151.2614,44174.2,0.86,GWFG,10,open,NA,NA,1,
2019,6,11,LF,HMW,NA,33,NA,92,NA,W,15,CLR,ACP19017,70.3433,-151.2614,44174.2,0.86,GWFG,1,pair,NA,NA,1,
2019,6,11,LF,HMW,NA,33,NA,92,NA,W,15,CLR,ACP19017,70.342,-151.1816,44225.8,0.38,GWFG,1,pair,NA,NA,1,
2019,6,11,LF,HMW,NA,33,NA,92,NA,W,15,CLR,ACP19017,70.3414,-151.1219,44267.2,2.48,SWAN,1,single,NA,NA,1,
2019,6,11,LF,HMW,NA,33,NA,92,NA,W,15,CLR,ACP19017,70.3412,-151.0877,44287,0.3,GWFG,2,pair,NA,NA,1,
2019,6,11,LF,HMW,NA,33,NA,92,NA,W,15,CLR,ACP19017,70.3412,-151.0877,44287,0.3,GWFG,2,pair,NA,NA,1,
2019,6,11,LF,HMW,NA,33,NA,92,NA,W,15,CLR,ACP19017,70.341,-151.0662,44300.8,0.19,END,33,open,NA,NA,1,
2019,6,11,LF,HMW,NA,37,NA,272,NA,W,15,CLR,ACP19018,70.3006,-151.1365,44664.7,3.25,START,37,open,NA,NA,1,
2019,6,11,LF,HMW,NA,37,NA,272,NA,W,15,CLR,ACP19018,70.3012,-151.1858,44707.8,0.11,KIEI,2,pair,NA,NA,1,
2019,6,11,LF,HMW,NA,37,NA,272,NA,W,15,CLR,ACP19018,70.3013,-151.1977,44721.3,2.11,CCGO,1,single,NA,NA,1,
2019,6,11,LF,HMW,NA,37,NA,272,NA,W,15,CLR,ACP19018,70.3013,-151.1977,44721.3,2.11,GLGU,1,pair,NA,NA,1,
2019,6,11,LF,HMW,NA,37,NA,272,NA,W,15,CLR,ACP19018,70.3017,-151.2219,44741.4,0.21,CCGO,1,single,NA,NA,1,
2019,6,11,LF,HMW,NA,37,NA,272,NA,W,15,CLR,ACP19018,70.302,-151.2459,44765.7,1.33,GWFG,1,pair,NA,NA,1,
2019,6,11,LF,HMW,NA,37,NA,272,NA,W,15,CLR,ACP19018,70.3019,-151.2535,44772.9,1.61,GWFG,1,pair,NA,NA,1,
2019,6,11,LF,HMW,NA,37,NA,272,NA,W,15,CLR,ACP19018,70.3022,-151.2891,44803.7,1.23,GWFG,2,pair,NA,NA,1,
2019,6,11,LF,HMW,NA,37,NA,272,NA,W,15,CLR,ACP19018,70.3025,-151.3097,44821.7,0.67,GLGU,2,pair,NA,NA,1,
2019,6,11,LF,HMW,NA,37,NA,272,NA,W,15,CLR,ACP19018,70.3025,-151.3097,44821.7,0.67,GLGU,1,single,NA,NA,1,
2019,6,11,LF,HMW,NA,37,NA,272,NA,W,15,CLR,ACP19018,70.3025,-151.3097,44821.7,0.67,GWFG,3,pair,NA,NA,1,
2019,6,11,LF,HMW,NA,37,NA,272,NA,W,15,CLR,ACP19018,70.3025,-151.3177,44829,1.02,GLGU,1,single,NA,NA,1,
2019,6,11,LF,HMW,NA,37,NA,272,NA,W,15,CLR,ACP19018,70.3025,-151.3177,44829,1.02,GWFG,1,pair,NA,NA,1,
2019,6,11,LF,HMW,NA,37,NA,272,NA,W,15,CLR,ACP19018,70.3026,-151.3223,44832.5,1.05,NOPI,1,single,NA,NA,1,
2019,6,11,LF,HMW,NA,37,NA,272,NA,W,15,CLR,ACP19018,70.3028,-151.3269,44836.4,0.33,GLGU,30,open,NA,NA,1,
2019,6,11,LF,HMW,NA,37,NA,272,NA,W,15,CLR,ACP19018,70.303,-151.3324,44841.5,0.82,SWAN,1,single,NA,NA,1,
2019,6,11,LF,HMW,NA,37,NA,272,NA,W,15,CLR,ACP19018,70.3046,-151.4323,44936.6,3.4,GWFG,1,single,NA,NA,1,
2019,6,11,LF,HMW,NA,37,NA,272,NA,W,15,CLR,ACP19018,70.3048,-151.4419,44942.1,0.81,GWFG,1,single,NA,NA,1,
2019,6,11,LF,HMW,NA,37,NA,272,NA,W,15,CLR,ACP19018,70.3048,-151.4419,44942.1,0.81,GWFG,1,pair,NA,NA,1,
2019,6,11,LF,HMW,NA,37,NA,272,NA,W,15,CLR,ACP19018,70.3059,-151.4906,44989.1,0.37,GWFG,1,pair,NA,NA,1,
2019,6,11,LF,HMW,NA,37,NA,272,NA,W,15,CLR,ACP19018,70.3061,-151.508,45006.1,0.03,KIEI,1,single,NA,NA,1,
2019,6,11,LF,HMW,NA,37,NA,272,NA,W,15,CLR,ACP19018,70.3061,-151.508,45006.1,0.03,BRAN,1,pair,NA,NA,1,
2019,6,11,LF,HMW,NA,37,NA,272,NA,W,15,CLR,ACP19018,70.3066,-151.5505,45050,2.29,GWFG,1,single,NA,NA,1,
2019,6,11,LF,HMW,NA,37,NA,272,NA,W,15,CLR,ACP19018,70.3066,-151.5577,45056.8,2.21,GLGU,1,single,NA,NA,1,
2019,6,11,LF,HMW,NA,37,NA,272,NA,W,15,CLR,ACP19018,70.3069,-151.5783,45075,0.68,BRAN,1,single,NA,NA,1,
2019,6,11,LF,HMW,NA,37,NA,272,NA,W,15,CLR,ACP19018,70.3069,-151.5803,45078.6,1.96,SWAN,1,single,NA,NA,1,
2019,6,11,LF,HMW,NA,37,NA,272,NA,W,15,CLR,ACP19018,70.3087,-151.6735,45172,2.84,GWFG,1,pair,NA,NA,1,
2019,6,11,LF,HMW,NA,37,NA,272,NA,W,15,CLR,ACP19018,70.309,-151.7058,45202.8,1.25,GWFG,10,open,NA,NA,1,
2019,6,11,LF,HMW,NA,37,NA,272,NA,W,15,CLR,ACP19018,70.31,-151.8144,45314.8,1.1,SNOW,1,single,NA,NA,1,
2019,6,11,LF,HMW,NA,37,NA,272,NA,W,15,CLR,ACP19018,70.3093,-151.8567,45356.3,0.95,SNOW,1,single,NA,NA,1,
2019,6,11,LF,HMW,NA,37,NA,272,NA,W,15,CLR,ACP19018,70.3092,-151.8755,45375.8,0.8,NOPI,1,single,NA,NA,1,
2019,6,11,LF,HMW,NA,37,NA,272,NA,W,15,CLR,ACP19018,70.3092,-151.8804,45380,0.38,LTDU,1,pair,NA,NA,1,
2019,6,11,LF,HMW,NA,37,NA,272,NA,W,15,CLR,ACP19018,70.3124,-152.0207,45524.7,0.59,SWAN,1,single,NA,NA,1,
2019,6,11,LF,HMW,NA,37,NA,272,NA,W,15,CLR,ACP19018,70.3114,-152.1238,45628.2,0,LTDU,1,pair,NA,NA,1,
2019,6,11,LF,HMW,NA,37,NA,272,NA,W,15,CLR,ACP19018,70.3116,-152.1356,45640,1.41,SAGU,1,single,NA,NA,1,
2019,6,11,LF,HMW,NA,37,NA,272,NA,W,15,CLR,ACP19018,70.3119,-152.1567,45660,1.77,KIEI,1,pair,NA,NA,1,
2019,6,11,LF,HMW,NA,37,NA,272,NA,W,15,CLR,ACP19018,70.3119,-152.1608,45663,0.14,PALO,1,single,NA,NA,1,
2019,6,11,LF,HMW,NA,37,NA,272,NA,W,15,CLR,ACP19018,70.3119,-152.1608,45663,0.14,KIEI,1,single,NA,NA,1,
2019,6,11,LF,HMW,NA,37,NA,272,NA,W,15,CLR,ACP19018,70.3129,-152.2598,45762.3,1.13,GLGU,1,single,NA,NA,1,
2019,6,11,LF,HMW,NA,37,NA,272,NA,W,15,CLR,ACP19018,70.3129,-152.2628,45766.5,3.04,RTLO,1,single,NA,NA,1,
2019,6,11,LF,HMW,NA,37,NA,272,NA,W,15,CLR,ACP19018,70.313,-152.2811,45783,0.96,GWFG,1,pair,NA,NA,1,
2019,6,11,LF,HMW,NA,37,NA,272,NA,W,15,CLR,ACP19018,70.313,-152.2811,45783,0.96,GWFG,1,single,NA,NA,1,
2019,6,11,LF,HMW,NA,37,NA,272,NA,W,15,CLR,ACP19018,70.3147,-152.3989,45900,0.09,SNOW,1,single,NA,NA,1,
2019,6,11,LF,HMW,NA,37,NA,272,NA,W,15,CLR,ACP19018,70.3149,-152.4129,45914.7,0.92,JAEG,1,single,NA,NA,1,
2019,6,11,LF,HMW,NA,37,NA,272,NA,W,15,CLR,ACP19018,70.315,-152.416,45917.2,1.08,GWFG,1,pair,NA,NA,1,
2019,6,11,LF,HMW,NA,37,NA,272,NA,W,15,CLR,ACP19018,70.315,-152.416,45917.2,1.08,KIEI,1,single,NA,NA,1,
2019,6,11,LF,HMW,NA,37,NA,272,NA,W,15,CLR,ACP19018,70.3153,-152.4444,45947.1,2.02,SAGU,1,single,NA,NA,1,
2019,6,11,LF,HMW,NA,37,NA,272,NA,W,15,CLR,ACP19018,70.3162,-152.5285,46032.5,0.71,SAGU,1,pair,NA,NA,1,
2019,6,11,LF,HMW,NA,37,NA,272,NA,W,15,CLR,ACP19018,70.3168,-152.5735,46079.5,0.35,SWAN,1,pair,NA,NA,1,
2019,6,11,LF,HMW,NA,37,NA,272,NA,W,15,CLR,ACP19018,70.3172,-152.628,46138,0,GLGU,1,pair,NA,NA,1,
2019,6,11,LF,HMW,NA,37,NA,272,NA,W,15,CLR,ACP19018,70.3172,-152.628,46138,0,GLGU,1,single,NA,NA,1,
2019,6,11,LF,HMW,NA,37,NA,272,NA,W,15,CLR,ACP19018,70.3181,-152.7155,46224.8,2.2,ARTE,1,single,NA,NA,1,
2019,6,11,LF,HMW,NA,37,NA,272,NA,W,15,CLR,ACP19018,70.3189,-152.8052,46312.7,3.41,ARTE,1,pair,NA,NA,1,
2019,6,11,LF,HMW,NA,37,NA,272,NA,W,15,CLR,ACP19018,70.3197,-152.8449,46347.8,0.3,GWFG,1,single,NA,NA,1,
2019,6,11,LF,HMW,NA,37,NA,272,NA,W,15,CLR,ACP19018,70.3199,-152.8953,46397.3,0.05,JAEG,1,single,NA,NA,1,
2019,6,11,LF,HMW,NA,37,NA,272,NA,W,15,CLR,ACP19018,70.3211,-152.9801,46480.1,0.79,KIEI,1,pair,NA,NA,1,
2019,6,11,LF,HMW,NA,37,NA,272,NA,W,15,CLR,ACP19018,70.3211,-152.9801,46480.1,0.79,KIEI,1,pair,NA,NA,1,
2019,6,11,LF,HMW,NA,37,NA,272,NA,W,15,CLR,ACP19018,70.321,-153.0077,46508.3,1.2,JAEG,1,single,NA,NA,1,
2019,6,11,LF,HMW,NA,37,NA,272,NA,W,15,CLR,ACP19018,70.3221,-153.101,46604.8,0,END,37,open,NA,NA,1,
2019,6,11,LF,HMW,NA,33,NA,92,NA,W,22,CLR,ACP19019,70.3636,-153.0728,46720.1,0.23,START,33,open,NA,NA,1,
2019,6,11,LF,HMW,NA,33,NA,92,NA,W,22,CLR,ACP19019,70.363,-153.0421,46738.7,0.27,JAEG,1,single,NA,NA,1,
2019,6,11,LF,HMW,NA,33,NA,92,NA,W,22,CLR,ACP19019,70.3627,-152.9475,46801.5,0.68,JAEG,1,single,NA,NA,1,
2019,6,11,LF,HMW,NA,33,NA,92,NA,W,22,CLR,ACP19019,70.3628,-152.9356,46809.6,0.69,GWFG,1,single,NA,NA,1,
2019,6,11,LF,HMW,NA,33,NA,92,NA,W,22,CLR,ACP19019,70.3627,-152.9325,46812.3,1.05,SWAN,1,single,NA,NA,1,
2019,6,11,LF,HMW,NA,33,NA,92,NA,W,22,CLR,ACP19019,70.3619,-152.8587,46860.2,1.47,ARTE,1,pair,NA,NA,1,
2019,6,11,LF,HMW,NA,33,NA,92,NA,W,22,CLR,ACP19019,70.3617,-152.836,46875.9,2.21,SAGU,1,single,NA,NA,1,
2019,6,11,LF,HMW,NA,33,NA,92,NA,W,22,CLR,ACP19019,70.3617,-152.836,46875.9,2.21,ARTE,1,single,NA,NA,1,
2019,6,11,LF,HMW,NA,33,NA,92,NA,W,22,CLR,ACP19019,70.3616,-152.8267,46879.6,0.09,SAGU,1,single,NA,NA,1,
2019,6,11,LF,HMW,NA,33,NA,92,NA,W,22,CLR,ACP19019,70.3616,-152.8205,46886.9,2.75,GWFG,1,pair,NA,NA,1,
2019,6,11,LF,HMW,NA,33,NA,92,NA,W,22,CLR,ACP19019,70.3616,-152.8097,46892.5,1.48,ARTE,1,single,NA,NA,1,
2019,6,11,LF,HMW,NA,33,NA,92,NA,W,22,CLR,ACP19019,70.3608,-152.7235,46949.7,0,ARTE,1,single,NA,NA,1,
2019,6,11,LF,HMW,NA,33,NA,92,NA,W,22,CLR,ACP19019,70.3609,-152.7174,46951.8,0.63,SAGU,1,single,NA,NA,1,
2019,6,11,LF,HMW,NA,33,NA,92,NA,W,22,CLR,ACP19019,70.3609,-152.7127,46954.6,1.09,SAGU,1,single,NA,NA,1,
2019,6,11,LF,HMW,NA,33,NA,92,NA,W,22,CLR,ACP19019,70.3606,-152.6785,46976,0.55,KIEI,1,pair,NA,NA,1,
2019,6,11,LF,HMW,NA,33,NA,92,NA,W,22,CLR,ACP19019,70.3606,-152.666,46983.8,0.23,PALO,1,single,NA,NA,1,
2019,6,11,LF,HMW,NA,33,NA,92,NA,W,22,CLR,ACP19019,70.3605,-152.6426,46999,0.43,JAEG,1,single,NA,NA,1,
2019,6,11,LF,HMW,NA,33,NA,92,NA,W,22,CLR,ACP19019,70.3602,-152.6104,47019.5,0.13,KIEI,1,single,NA,NA,1,
2019,6,11,LF,HMW,NA,33,NA,92,NA,W,22,CLR,ACP19019,70.3591,-152.5492,47060.1,0.25,KIEI,1,pair,NA,NA,1,
2019,6,11,LF,HMW,NA,33,NA,92,NA,W,22,CLR,ACP19019,70.3585,-152.4716,47111.3,0.53,ARTE,1,single,NA,NA,1,
2019,6,11,LF,HMW,NA,33,NA,92,NA,W,22,CLR,ACP19019,70.3585,-152.4608,47120.8,3.04,SAGU,1,single,NA,NA,1,
2019,6,11,LF,HMW,NA,33,NA,92,NA,W,22,CLR,ACP19019,70.3582,-152.4269,47140.1,0.38,SWAN,1,single,NA,NA,1,
2019,6,11,LF,HMW,NA,33,NA,92,NA,W,22,CLR,ACP19019,70.3582,-152.4206,47146.6,3.47,KIEI,1,single,NA,NA,1,
2019,6,11,LF,HMW,NA,33,NA,92,NA,W,22,CLR,ACP19019,70.3581,-152.4143,47148.3,0.54,GWFG,3,pair,NA,NA,1,
2019,6,11,LF,HMW,NA,33,NA,92,NA,W,22,CLR,ACP19019,70.3579,-152.3601,47183,0.49,JAEG,1,single,NA,NA,1,
2019,6,11,LF,HMW,NA,33,NA,92,NA,W,22,CLR,ACP19019,70.3581,-152.3508,47189.7,1.46,JAEG,1,single,NA,NA,1,
2019,6,11,LF,HMW,NA,33,NA,92,NA,W,22,CLR,ACP19019,70.3579,-152.3324,47201.5,0.5,GLGU,1,single,NA,NA,1,
2019,6,11,LF,HMW,NA,33,NA,92,NA,W,22,CLR,ACP19019,70.3573,-152.2737,47239.3,0.14,GLGU,1,single,NA,NA,1,
2019,6,11,LF,HMW,NA,33,NA,92,NA,W,22,CLR,ACP19019,70.3573,-152.2737,47239.3,0.14,BRAN,1,pair,NA,NA,1,
2019,6,11,LF,HMW,NA,33,NA,92,NA,W,22,CLR,ACP19019,70.3573,-152.2737,47239.3,0.14,BRAN,1,single,NA,NA,1,
2019,6,11,LF,HMW,NA,33,NA,92,NA,W,22,CLR,ACP19019,70.3564,-152.1643,47309.8,0.09,SNGO,1,single,NA,NA,1,
2019,6,11,LF,HMW,NA,33,NA,92,NA,W,22,CLR,ACP19019,70.3561,-152.1536,47317.1,0.41,KIEI,1,pair,NA,NA,1,
2019,6,11,LF,HMW,NA,33,NA,92,NA,W,22,CLR,ACP19019,70.3561,-152.1536,47317.1,0.41,KIEI,1,single,NA,NA,1,
2019,6,11,LF,HMW,NA,33,NA,92,NA,W,22,CLR,ACP19019,70.3558,-152.1339,47330.2,0.81,GWFG,1,pair,NA,NA,1,
2019,6,11,LF,HMW,NA,33,NA,92,NA,W,22,CLR,ACP19019,70.3557,-152.1231,47336.9,0.63,GWFG,1,pair,NA,NA,1,
2019,6,11,LF,HMW,NA,33,NA,92,NA,W,22,CLR,ACP19019,70.3552,-152.0778,47367.9,1.52,GWFG,1,pair,NA,NA,1,
2019,6,11,LF,HMW,NA,33,NA,92,NA,W,22,CLR,ACP19019,70.3548,-152.0428,47390.5,1.03,SNOW,1,single,NA,NA,1,
2019,6,11,LF,HMW,NA,33,NA,92,NA,W,22,CLR,ACP19019,70.3548,-152.0383,47393.3,0.34,ARTE,1,single,NA,NA,1,
2019,6,11,LF,HMW,NA,33,NA,92,NA,W,22,CLR,ACP19019,70.3538,-151.9572,47446.8,0.69,GWFG,1,single,NA,NA,1,
2019,6,11,LF,HMW,NA,33,NA,92,NA,W,22,CLR,ACP19019,70.3533,-151.9171,47472.9,1.3,END,33,open,NA,NA,1,
2019,6,11,LF,HMW,NA,34,NA,94,NA,W,22,CLR,ACP19020,70.3374,-150.8801,48222,0.93,START,34,open,NA,NA,1,
2019,6,11,LF,HMW,NA,34,NA,94,NA,W,22,CLR,ACP19020,70.3369,-150.8472,48243.9,0.83,YBLO,1,single,NA,NA,1,
2019,6,11,LF,HMW,NA,34,NA,94,NA,W,22,CLR,ACP19020,70.3367,-150.8398,48247.8,0.09,GWFG,1,pair,NA,NA,1,
2019,6,11,LF,HMW,NA,34,NA,94,NA,W,22,CLR,ACP19020,70.3367,-150.8398,48247.8,0.09,GWFG,1,single,NA,NA,1,
2019,6,11,LF,HMW,NA,34,NA,94,NA,W,22,CLR,ACP19020,70.336,-150.791,48281.2,1.16,YBLO,1,pair,NA,NA,1,
